attempt_count,same_password_count,recent_attempts,country,service,risk_level,attack_type
11,17,7,Brazil,admin_panel,High,Credential Stuffing
39,11,25,China,admin_panel,High,Brute Force
24,11,24,United States,web_login,High,Brute Force
21,4,29,Germany,admin_panel,High,Bot Attack
29,3,36,Russia,admin_panel,High,Bot Attack
2,2,1,Canada,web_login,Low,Normal
1,2,1,Brazil,web_login,Low,Normal
1,0,0,Brazil,web_login,Low,Normal
1,2,2,France,web_login,Low,Normal
52,4,23,France,admin_panel,High,Bot Attack
58,5,18,China,admin_panel,High,Bot Attack
20,9,29,France,web_login,High,Brute Force
36,7,28,Russia,admin_panel,High,Brute Force
2,2,0,France,admin_panel,Low,Normal
11,16,4,Canada,web_login,High,Credential Stuffing
1,0,0,Brazil,web_login,Low,Normal
1,2,0,China,admin_panel,Low,Normal
9,19,2,United Kingdom,admin_panel,High,Credential Stuffing
46,8,30,France,admin_panel,High,Bot Attack
3,0,0,Germany,admin_panel,Low,Normal
17,10,30,Russia,admin_panel,High,Brute Force
17,11,24,United Kingdom,admin_panel,High,Brute Force
14,18,8,United Kingdom,web_login,High,Credential Stuffing
52,3,24,Brazil,admin_panel,High,Bot Attack
28,10,29,Canada,admin_panel,High,Brute Force
17,5,26,Germany,web_login,High,Brute Force
12,7,26,United States,web_login,High,Brute Force
23,8,18,Germany,web_login,High,Bot Attack
22,5,24,Australia,admin_panel,High,Brute Force
3,1,1,United Kingdom,admin_panel,Low,Normal
9,8,5,India,web_login,High,Credential Stuffing
2,1,1,France,admin_panel,Low,Normal
2,2,3,China,admin_panel,Low,Normal
12,18,4,United Kingdom,admin_panel,High,Credential Stuffing
24,7,31,China,admin_panel,High,Bot Attack
14,15,7,France,web_login,High,Credential Stuffing
1,2,1,Russia,web_login,Low,Normal
42,6,35,Russia,web_login,High,Bot Attack
12,11,3,Australia,admin_panel,High,Credential Stuffing
1,2,1,Australia,web_login,Low,Normal
1,2,2,United Kingdom,admin_panel,Low,Normal
1,2,2,Russia,web_login,Low,Normal
24,7,18,Germany,admin_panel,High,Brute Force
10,11,6,India,admin_panel,High,Credential Stuffing
26,8,36,Germany,web_login,High,Bot Attack
1,0,2,India,admin_panel,Low,Normal
18,6,16,Russia,web_login,High,Brute Force
2,2,1,India,web_login,Low,Normal
9,10,4,India,admin_panel,High,Credential Stuffing
31,7,25,China,admin_panel,High,Bot Attack
19,10,24,Canada,admin_panel,High,Brute Force
37,8,36,France,admin_panel,High,Bot Attack
2,2,3,China,web_login,Low,Normal
32,8,16,India,web_login,High,Bot Attack
14,19,7,Germany,admin_panel,High,Credential Stuffing
10,11,8,Australia,web_login,High,Credential Stuffing
32,6,15,India,admin_panel,High,Brute Force
10,8,6,Russia,admin_panel,High,Credential Stuffing
22,8,39,Russia,admin_panel,High,Bot Attack
12,11,11,United States,web_login,High,Brute Force
3,1,0,Russia,web_login,Low,Normal
54,6,38,China,web_login,High,Bot Attack
1,0,1,Canada,web_login,Low,Normal
6,12,8,Brazil,web_login,High,Credential Stuffing
31,8,22,France,web_login,High,Bot Attack
15,11,15,United States,web_login,High,Brute Force
1,2,0,Russia,web_login,Low,Normal
54,6,18,Russia,admin_panel,High,Bot Attack
3,1,1,China,admin_panel,Low,Normal
27,7,20,Brazil,web_login,High,Bot Attack
14,11,3,Brazil,admin_panel,High,Credential Stuffing
60,6,24,United States,admin_panel,High,Bot Attack
20,8,22,France,web_login,High,Brute Force
17,12,24,India,web_login,High,Brute Force
35,9,21,Canada,web_login,High,Brute Force
43,5,38,Russia,web_login,High,Bot Attack
9,15,7,Germany,admin_panel,High,Credential Stuffing
38,5,18,Brazil,web_login,High,Brute Force
2,2,3,France,web_login,Low,Normal
26,10,12,Canada,web_login,High,Brute Force
21,9,29,Australia,admin_panel,High,Brute Force
42,7,36,Germany,admin_panel,High,Bot Attack
3,2,1,Canada,admin_panel,Low,Normal
31,5,33,Russia,web_login,High,Bot Attack
1,0,2,India,web_login,Low,Normal
5,12,5,Australia,admin_panel,High,Credential Stuffing
56,5,18,China,admin_panel,High,Bot Attack
2,1,0,United States,web_login,Low,Normal
28,3,18,Russia,admin_panel,High,Bot Attack
1,2,3,United Kingdom,admin_panel,Low,Normal
3,1,0,France,admin_panel,Low,Normal
13,10,4,France,admin_panel,High,Credential Stuffing
26,4,29,France,admin_panel,High,Bot Attack
8,14,3,France,admin_panel,High,Credential Stuffing
39,8,20,Germany,admin_panel,High,Brute Force
29,9,19,Australia,admin_panel,High,Brute Force
13,11,4,Russia,web_login,High,Credential Stuffing
2,0,0,Germany,admin_panel,Low,Normal
31,6,27,France,web_login,High,Brute Force
8,17,8,Brazil,web_login,High,Credential Stuffing
9,16,4,Canada,admin_panel,High,Credential Stuffing
10,13,8,India,admin_panel,High,Credential Stuffing
41,8,17,Germany,web_login,High,Bot Attack
24,8,36,Russia,admin_panel,High,Bot Attack
1,0,2,Canada,web_login,Low,Normal
54,8,39,Australia,web_login,High,Bot Attack
11,9,8,China,web_login,High,Credential Stuffing
39,8,35,India,web_login,High,Bot Attack
6,10,5,Brazil,web_login,High,Credential Stuffing
11,8,3,India,admin_panel,High,Credential Stuffing
40,4,32,United Kingdom,web_login,High,Bot Attack
11,14,4,Brazil,web_login,High,Credential Stuffing
34,5,14,France,web_login,High,Brute Force
12,20,2,Germany,admin_panel,High,Credential Stuffing
40,12,25,Russia,web_login,High,Brute Force
38,8,24,United States,web_login,High,Bot Attack
36,7,24,United Kingdom,web_login,High,Brute Force
9,11,4,Canada,admin_panel,High,Credential Stuffing
20,5,22,Germany,web_login,High,Bot Attack
2,2,3,Germany,admin_panel,Low,Normal
7,12,8,Russia,web_login,High,Credential Stuffing
39,8,33,France,admin_panel,High,Bot Attack
3,0,3,China,web_login,Low,Normal
26,10,13,Germany,web_login,High,Brute Force
22,8,22,Brazil,admin_panel,High,Bot Attack
33,7,22,Australia,admin_panel,High,Bot Attack
1,2,1,Germany,web_login,Low,Normal
8,12,5,Brazil,web_login,High,Credential Stuffing
10,15,4,Australia,web_login,High,Credential Stuffing
5,15,3,France,admin_panel,High,Credential Stuffing
1,0,2,Germany,admin_panel,Low,Normal
30,9,29,China,admin_panel,High,Brute Force
3,2,1,Germany,web_login,Low,Normal
31,5,40,United States,web_login,High,Bot Attack
15,20,4,Canada,admin_panel,High,Credential Stuffing
16,12,20,China,web_login,High,Brute Force
2,1,0,China,web_login,Low,Normal
29,12,30,United Kingdom,web_login,High,Brute Force
24,6,12,France,admin_panel,High,Brute Force
7,16,7,United Kingdom,web_login,High,Credential Stuffing
21,8,29,China,admin_panel,High,Bot Attack
51,7,40,Canada,web_login,High,Bot Attack
19,5,18,China,admin_panel,High,Brute Force
3,2,0,United Kingdom,web_login,Low,Normal
2,2,0,Australia,admin_panel,Low,Normal
15,9,3,Canada,web_login,High,Credential Stuffing
28,7,16,Australia,admin_panel,High,Bot Attack
54,6,34,Brazil,web_login,High,Bot Attack
7,15,2,France,admin_panel,High,Credential Stuffing
11,15,6,Germany,web_login,High,Credential Stuffing
34,6,26,Canada,web_login,High,Bot Attack
12,20,5,Australia,web_login,High,Credential Stuffing
6,11,8,Brazil,web_login,High,Credential Stuffing
30,7,26,India,web_login,High,Bot Attack
37,8,21,China,admin_panel,High,Brute Force
2,1,0,Germany,web_login,Low,Normal
3,2,2,Russia,web_login,Low,Normal
54,4,20,India,web_login,High,Bot Attack
14,19,3,Canada,admin_panel,High,Credential Stuffing
2,0,2,Canada,admin_panel,Low,Normal
12,18,5,United States,web_login,High,Credential Stuffing
1,2,3,United States,web_login,Low,Normal
28,6,10,Russia,web_login,High,Brute Force
34,6,17,Russia,web_login,High,Brute Force
11,8,7,Australia,web_login,High,Credential Stuffing
2,1,1,India,admin_panel,Low,Normal
40,6,16,France,admin_panel,High,Bot Attack
1,1,3,Brazil,web_login,Low,Normal
11,13,4,Canada,admin_panel,High,Credential Stuffing
56,8,23,France,web_login,High,Bot Attack
20,7,10,Australia,admin_panel,High,Brute Force
27,5,39,Russia,admin_panel,High,Bot Attack
29,6,27,France,admin_panel,High,Bot Attack
1,1,2,Australia,admin_panel,Low,Normal
19,8,13,Russia,web_login,High,Brute Force
2,1,0,India,web_login,Low,Normal
23,4,34,United States,admin_panel,High,Bot Attack
12,6,27,Brazil,admin_panel,High,Brute Force
50,5,20,Brazil,admin_panel,High,Bot Attack
7,15,2,China,web_login,High,Credential Stuffing
3,1,0,Canada,web_login,Low,Normal
24,3,19,Germany,web_login,High,Bot Attack
3,1,3,China,admin_panel,Low,Normal
8,8,7,Australia,admin_panel,High,Credential Stuffing
12,10,20,France,admin_panel,High,Brute Force
15,11,20,Russia,web_login,High,Brute Force
10,19,6,Australia,admin_panel,High,Credential Stuffing
28,11,25,India,admin_panel,High,Brute Force
1,1,3,France,admin_panel,Low,Normal
12,17,3,France,admin_panel,High,Credential Stuffing
32,7,26,Brazil,web_login,High,Bot Attack
1,2,3,France,web_login,Low,Normal
5,18,2,France,web_login,High,Credential Stuffing
13,13,4,Brazil,admin_panel,High,Credential Stuffing
22,6,30,Canada,web_login,High,Brute Force
7,13,3,France,admin_panel,High,Credential Stuffing
14,12,6,United States,admin_panel,High,Credential Stuffing
49,7,24,China,web_login,High,Bot Attack
2,2,2,United States,web_login,Low,Normal
33,8,15,Canada,web_login,High,Bot Attack
1,1,3,Brazil,admin_panel,Low,Normal
28,7,40,China,web_login,High,Bot Attack
24,6,17,Brazil,web_login,High,Brute Force
54,5,16,Australia,admin_panel,High,Bot Attack
2,0,2,United States,web_login,Low,Normal
11,7,11,United Kingdom,web_login,High,Brute Force
32,11,24,Germany,web_login,High,Brute Force
1,2,2,Russia,admin_panel,Low,Normal
49,5,19,India,web_login,High,Bot Attack
31,9,23,United States,web_login,High,Brute Force
2,0,2,Russia,web_login,Low,Normal
14,14,7,United Kingdom,web_login,High,Credential Stuffing
31,7,31,India,web_login,High,Bot Attack
16,8,17,Germany,web_login,High,Brute Force
13,8,7,Australia,web_login,High,Credential Stuffing
12,18,3,Russia,admin_panel,High,Credential Stuffing
3,1,1,Canada,web_login,Low,Normal
57,3,32,United Kingdom,web_login,High,Bot Attack
38,5,16,India,admin_panel,High,Bot Attack
2,2,2,United States,admin_panel,Low,Normal
26,12,22,India,admin_panel,High,Brute Force
13,9,6,France,web_login,High,Credential Stuffing
5,9,2,France,web_login,High,Credential Stuffing
6,13,7,India,admin_panel,High,Credential Stuffing
40,11,16,China,web_login,High,Brute Force
9,20,5,Canada,admin_panel,High,Credential Stuffing
28,6,18,Russia,admin_panel,High,Bot Attack
53,6,37,United States,web_login,High,Bot Attack
59,7,26,India,web_login,High,Bot Attack
25,3,18,China,admin_panel,High,Bot Attack
2,2,1,United Kingdom,admin_panel,Low,Normal
9,11,7,China,web_login,High,Credential Stuffing
34,6,29,Russia,admin_panel,High,Brute Force
38,8,21,Canada,web_login,High,Brute Force
27,7,16,Australia,admin_panel,High,Brute Force
57,7,33,China,web_login,High,Bot Attack
53,5,29,Brazil,web_login,High,Bot Attack
19,12,10,France,admin_panel,High,Brute Force
2,2,0,France,web_login,Low,Normal
38,7,23,Australia,admin_panel,High,Bot Attack
34,5,31,United States,web_login,High,Bot Attack
14,11,5,United States,admin_panel,High,Credential Stuffing
1,2,1,Canada,admin_panel,Low,Normal
24,10,25,Germany,web_login,High,Brute Force
8,13,5,Canada,admin_panel,High,Credential Stuffing
12,5,24,Russia,admin_panel,High,Brute Force
39,8,30,France,web_login,High,Brute Force
2,2,0,Canada,web_login,Low,Normal
53,6,15,Australia,admin_panel,High,Bot Attack
19,11,20,France,admin_panel,High,Brute Force
3,0,0,China,admin_panel,Low,Normal
54,3,39,Brazil,web_login,High,Bot Attack
5,14,5,India,web_login,High,Credential Stuffing
40,7,22,India,admin_panel,High,Brute Force
1,1,0,India,admin_panel,Low,Normal
3,0,2,France,admin_panel,Low,Normal
29,5,10,Australia,admin_panel,High,Brute Force
22,8,19,Brazil,web_login,High,Brute Force
60,5,39,India,web_login,High,Bot Attack
15,10,3,United Kingdom,admin_panel,High,Credential Stuffing
6,19,4,India,web_login,High,Credential Stuffing
15,14,7,China,web_login,High,Credential Stuffing
37,6,18,Brazil,web_login,High,Bot Attack
55,4,38,Canada,web_login,High,Bot Attack
38,12,24,China,admin_panel,High,Brute Force
51,4,26,France,admin_panel,High,Bot Attack
1,0,1,Australia,admin_panel,Low,Normal
35,7,23,Russia,web_login,High,Brute Force
3,2,2,Brazil,admin_panel,Low,Normal
25,5,28,France,admin_panel,High,Bot Attack
17,5,11,United States,admin_panel,High,Brute Force
3,2,0,Canada,web_login,Low,Normal
27,8,40,France,web_login,High,Bot Attack
1,2,1,Australia,admin_panel,Low,Normal
14,9,5,Canada,web_login,High,Credential Stuffing
9,10,4,Australia,web_login,High,Credential Stuffing
37,6,27,Australia,admin_panel,High,Brute Force
14,7,16,Russia,web_login,High,Brute Force
21,6,23,United Kingdom,web_login,High,Bot Attack
43,6,21,Germany,web_login,High,Bot Attack
24,9,10,India,admin_panel,High,Brute Force
9,18,6,France,admin_panel,High,Credential Stuffing
25,7,30,Canada,admin_panel,High,Brute Force
27,7,11,China,web_login,High,Brute Force
26,5,21,Germany,admin_panel,High,Bot Attack
12,13,6,India,web_login,High,Credential Stuffing
21,6,21,Germany,admin_panel,High,Bot Attack
6,15,5,Russia,web_login,High,Credential Stuffing
20,7,37,Russia,web_login,High,Bot Attack
7,18,4,Russia,web_login,High,Credential Stuffing
49,5,31,Russia,web_login,High,Bot Attack
6,8,4,Russia,web_login,High,Credential Stuffing
21,12,15,India,web_login,High,Brute Force
27,11,19,China,admin_panel,High,Brute Force
8,9,3,Germany,web_login,High,Credential Stuffing
22,5,28,Germany,admin_panel,High,Brute Force
39,12,21,United States,web_login,High,Brute Force
37,7,36,United States,web_login,High,Bot Attack
2,0,0,France,web_login,Low,Normal
38,8,26,United States,web_login,High,Bot Attack
27,8,24,India,web_login,High,Bot Attack
21,8,36,Canada,web_login,High,Bot Attack
2,0,1,France,admin_panel,Low,Normal
2,2,1,China,web_login,Low,Normal
3,1,1,United States,admin_panel,Low,Normal
53,5,26,Canada,admin_panel,High,Bot Attack
18,11,30,China,web_login,High,Brute Force
32,6,18,China,admin_panel,High,Bot Attack
16,6,19,Brazil,web_login,High,Brute Force
25,10,10,Australia,admin_panel,High,Brute Force
44,6,23,China,admin_panel,High,Bot Attack
8,8,3,Australia,web_login,High,Credential Stuffing
33,6,36,Australia,admin_panel,High,Bot Attack
13,9,5,France,admin_panel,High,Credential Stuffing
1,0,1,United States,web_login,Low,Normal
1,0,0,United States,admin_panel,Low,Normal
1,1,1,Germany,web_login,Low,Normal
14,8,3,United States,web_login,High,Credential Stuffing
1,2,0,Brazil,web_login,Low,Normal
14,9,6,United Kingdom,admin_panel,High,Credential Stuffing
9,19,3,Russia,web_login,High,Credential Stuffing
3,0,2,Canada,web_login,Low,Normal
2,1,0,Russia,admin_panel,Low,Normal
14,18,8,Canada,admin_panel,High,Credential Stuffing
10,9,3,Australia,admin_panel,High,Credential Stuffing
8,14,7,Germany,admin_panel,High,Credential Stuffing
12,13,7,France,web_login,High,Credential Stuffing
1,2,0,United Kingdom,admin_panel,Low,Normal
56,3,25,United States,admin_panel,High,Bot Attack
28,4,19,Australia,admin_panel,High,Bot Attack
1,0,3,Germany,web_login,Low,Normal
2,2,0,Canada,web_login,Low,Normal
7,11,8,China,admin_panel,High,Credential Stuffing
42,6,37,India,admin_panel,High,Bot Attack
13,12,13,Germany,admin_panel,High,Brute Force
40,5,21,United States,web_login,High,Brute Force
17,12,15,Russia,web_login,High,Brute Force
14,11,6,Australia,web_login,High,Credential Stuffing
23,6,31,Australia,web_login,High,Bot Attack
39,5,17,Brazil,admin_panel,High,Brute Force
39,4,35,Canada,admin_panel,High,Bot Attack
29,8,29,Germany,web_login,High,Bot Attack
3,2,0,France,web_login,Low,Normal
37,12,11,Russia,web_login,High,Brute Force
33,11,23,France,web_login,High,Brute Force
2,1,0,Australia,admin_panel,Low,Normal
53,6,21,Germany,web_login,High,Bot Attack
3,1,0,Canada,admin_panel,Low,Normal
41,3,25,China,web_login,High,Bot Attack
13,15,4,Russia,admin_panel,High,Credential Stuffing
21,4,35,Australia,admin_panel,High,Bot Attack
12,5,16,Australia,web_login,High,Brute Force
3,0,2,Russia,admin_panel,Low,Normal
3,0,3,Canada,web_login,Low,Normal
40,12,15,France,admin_panel,High,Brute Force
13,10,18,Germany,web_login,High,Brute Force
25,11,15,Canada,web_login,High,Brute Force
8,11,7,France,web_login,High,Credential Stuffing
10,12,2,Germany,admin_panel,High,Credential Stuffing
2,2,3,Russia,admin_panel,Low,Normal
48,7,23,Canada,admin_panel,High,Bot Attack
2,2,2,China,admin_panel,Low,Normal
33,8,11,France,web_login,High,Brute Force
24,7,28,India,web_login,High,Bot Attack
14,10,5,India,web_login,High,Credential Stuffing
20,4,35,China,admin_panel,High,Bot Attack
11,9,2,France,web_login,High,Credential Stuffing
59,4,20,Canada,admin_panel,High,Bot Attack
1,0,3,Brazil,web_login,Low,Normal
20,5,20,China,admin_panel,High,Bot Attack
47,3,29,United Kingdom,web_login,High,Bot Attack
15,13,6,China,admin_panel,High,Credential Stuffing
31,7,27,Brazil,admin_panel,High,Bot Attack
22,12,15,India,web_login,High,Brute Force
27,8,29,Brazil,admin_panel,High,Brute Force
1,2,2,Brazil,web_login,Low,Normal
20,4,40,Australia,admin_panel,High,Bot Attack
13,11,6,Russia,admin_panel,High,Credential Stuffing
21,3,20,Australia,admin_panel,High,Bot Attack
8,8,6,United States,admin_panel,High,Credential Stuffing
33,9,16,China,web_login,High,Brute Force
19,7,17,Canada,web_login,High,Brute Force
10,9,4,Brazil,admin_panel,High,Credential Stuffing
23,11,27,United States,web_login,High,Brute Force
7,12,3,Brazil,web_login,High,Credential Stuffing
38,7,11,Canada,admin_panel,High,Brute Force
2,2,1,Australia,admin_panel,Low,Normal
34,8,13,India,admin_panel,High,Brute Force
6,12,3,France,web_login,High,Credential Stuffing
38,3,32,United Kingdom,web_login,High,Bot Attack
21,5,20,France,admin_panel,High,Brute Force
34,8,37,Australia,web_login,High,Bot Attack
55,3,22,Russia,web_login,High,Bot Attack
39,11,26,Australia,web_login,High,Brute Force
56,4,18,Russia,admin_panel,High,Bot Attack
3,2,0,France,admin_panel,Low,Normal
1,0,3,Germany,admin_panel,Low,Normal
24,12,26,Canada,admin_panel,High,Brute Force
28,7,28,Canada,web_login,High,Bot Attack
34,6,15,United States,web_login,High,Bot Attack
12,18,3,Australia,web_login,High,Credential Stuffing
9,17,3,India,web_login,High,Credential Stuffing
27,11,29,Canada,admin_panel,High,Brute Force
1,1,3,India,web_login,Low,Normal
3,2,1,United Kingdom,admin_panel,Low,Normal
14,19,3,Germany,admin_panel,High,Credential Stuffing
15,17,7,France,web_login,High,Credential Stuffing
21,7,16,Australia,web_login,High,Brute Force
20,5,19,China,admin_panel,High,Brute Force
8,9,5,United Kingdom,web_login,High,Credential Stuffing
37,10,12,Australia,web_login,High,Brute Force
31,7,23,France,admin_panel,High,Bot Attack
2,2,1,China,admin_panel,Low,Normal
19,7,14,Russia,web_login,High,Brute Force
6,12,5,Australia,admin_panel,High,Credential Stuffing
1,2,0,Canada,web_login,Low,Normal
20,9,22,Brazil,web_login,High,Brute Force
20,5,15,France,admin_panel,High,Bot Attack
1,1,3,United Kingdom,web_login,Low,Normal
38,8,10,Australia,web_login,High,Brute Force
8,17,6,Brazil,web_login,High,Credential Stuffing
14,20,7,Canada,web_login,High,Credential Stuffing
37,8,23,India,admin_panel,High,Bot Attack
28,8,24,China,admin_panel,High,Bot Attack
13,19,8,United States,admin_panel,High,Credential Stuffing
